index	line_no	section	name	declared_n	raw_lines	text_rows	multimodal_rows	json_errors	empty_lines	no_conversations	path
269	296	=== dataanalyse_swiftmeta.json ===	merged_202512and_20260212_cross_dedup_distill_xlsx_from_pipeline2_openai	10322	8602	8594	8	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/merged_202512and_20260212_cross_dedup_distill_xlsx_from_pipeline2_openai.jsonl
270	297	=== dataanalyse_swiftmeta.json ===	multi_sheets_files_from_huiliu1223_distill_claude45_openai	5522	4602	4598	4	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/multi_sheets_files_from_huiliu1223_distill_claude45_openai.jsonl
271	298	=== dataanalyse_swiftmeta.json ===	no_classified_no_file_datas_new_sysprompt_openai	17986	19984	19984	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/no_classified_no_file_datas_new_sysprompt_openai.jsonl
272	299	=== dataanalyse_swiftmeta.json ===	opus5_all9520_clean_recovered.openai	17624	8812	0	8812	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/opus5_all9520_clean_recovered.openai.jsonl
273	300	=== dataanalyse_swiftmeta.json ===	output_claude4_pic_2k_no_match_reformat_title_20250905_check_fixed_en_openai	1228	1116	1116	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/output_claude4_pic_2k_no_match_reformat_title_20250905_check_fixed_en_openai.jsonl
274	301	=== dataanalyse_swiftmeta.json ===	output_claude4_pic_2k_no_match_reformat_title_20250905_check_fixed_openai	1312	1193	1193	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/output_claude4_pic_2k_no_match_reformat_title_20250905_check_fixed_openai.jsonl
275	302	=== dataanalyse_swiftmeta.json ===	output_xhx_huiliu_sft_no_match_reformat_title_20250905_check_fixed_openai	262	327	326	1	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/output_xhx_huiliu_sft_no_match_reformat_title_20250905_check_fixed_openai.jsonl
276	303	=== dataanalyse_swiftmeta.json ===	refomat_report_img_xlsx_mix_250905_new_sysprompt_fixed_openai	19982	22202	22202	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/refomat_report_img_xlsx_mix_250905_new_sysprompt_fixed_openai.jsonl
277	304	=== dataanalyse_swiftmeta.json ===	synth_query_260617_skillsv1_1_noimages_openai	10220	8517	7947	570	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/synth_query_260617_skillsv1_1_noimages_openai.jsonl
278	305	=== dataanalyse_swiftmeta.json ===	traces_precise_ge10w_from_pipiline5_clean_openai	9200	8364	8364	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/traces_precise_ge10w_from_pipiline5_clean_openai.jsonl
279	306	=== dataanalyse_swiftmeta.json ===	traces_precise_ge10w_from_pipiline5_openai	4398	4398	4398	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/traces_precise_ge10w_from_pipiline5_openai.jsonl
280	307	=== dataanalyse_swiftmeta.json ===	xhx_huiliu2510_agentv1.2.1_coder_251021_openai	219	243	234	9	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/xhx_huiliu2510_agentv1.2.1_coder_251021_openai.jsonl
281	308	=== dataanalyse_swiftmeta.json ===	xhx_huiliu2510_agentv1.2.1_coordinator_251021_openai	14154	14154	14129	25	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/xhx_huiliu2510_agentv1.2.1_coordinator_251021_openai.jsonl
282	309	=== dataanalyse_swiftmeta.json ===	xhx_huiliu2510_agentv1.2.1_receiver_251021_openai	168	210	210	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/xhx_huiliu2510_agentv1.2.1_receiver_251021_openai.jsonl
283	310	=== dataanalyse_swiftmeta.json ===	xhx_huiliu2510_agentv1.2.1_reporter_251021_openai	6457	6457	6432	25	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/xhx_huiliu2510_agentv1.2.1_reporter_251021_openai.jsonl
284	311	=== dataanalyse_swiftmeta.json ===	xhx_huiliu2510_agentv1.2.1_searcher_251021_openai	4837	5374	5364	10	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/xhx_huiliu2510_agentv1.2.1_searcher_251021_openai.jsonl
285	312	=== dataanalyse_swiftmeta.json ===	xhx_huiliu2510_agentv1.2.1_supervisor_251021_openai	13450	13450	13412	38	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/xhx_huiliu2510_agentv1.2.1_supervisor_251021_openai.jsonl
286	313	=== dataanalyse_swiftmeta.json ===	xhx_huiliu2510_agentv1.2.1_writer_251021_openai	4877	4877	4861	16	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/xhx_huiliu2510_agentv1.2.1_writer_251021_openai.jsonl
287	314	=== dataanalyse_swiftmeta.json ===	xhx_huiliu2510_excel_agentv1.2.1_interpreter_251115_openai	8361	8361	8358	3	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/xhx_huiliu2510_excel_agentv1.2.1_interpreter_251115_openai.jsonl
288	315	=== dataanalyse_swiftmeta.json ===	xhx_huiliu2510_nofile_agentv1.2.2_guideline_coordinator_251115_openai	342	488	488	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/xhx_huiliu2510_nofile_agentv1.2.2_guideline_coordinator_251115_openai.jsonl
289	316	=== dataanalyse_swiftmeta.json ===	xhx_huiliu2510_nofile_agentv1.2.2_guideline_reporter_251115_openai	342	488	487	1	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/xhx_huiliu2510_nofile_agentv1.2.2_guideline_reporter_251115_openai.jsonl
290	317	=== dataanalyse_swiftmeta.json ===	xhx_huiliu2510_ppt_agentv1.2.2_guideline_coordinator_251115_openai	342	488	488	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/xhx_huiliu2510_ppt_agentv1.2.2_guideline_coordinator_251115_openai.jsonl
291	318	=== dataanalyse_swiftmeta.json ===	xhx_huiliu2510_ppt_agentv1.2.2_guideline_reporter_251115_openai	342	488	487	1	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/data_analyze/swift/xhx_huiliu2510_ppt_agentv1.2.2_guideline_reporter_251115_openai.jsonl
292	324	=== dataanalyse_swiftmeta.json ===	text_watermark_20250519_a4042b22	537	137	137	0	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/text_watermark_20250519_a4042b22.jsonl
293	325	=== dataanalyse_swiftmeta.json ===	qwen_watermark_think_20250726_17aeae18	1509	386	386	0	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/qwen_watermark_think_20250726_17aeae18.jsonl
294	326	=== dataanalyse_swiftmeta.json ===		486	373	373	0	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/sensechat_vision_watermark_en_20250417_v1_r373_rm_system_20260326_fae31ee0.jsonl
295	327	=== dataanalyse_swiftmeta.json ===	text_watermark_20250519_en_a1d785e8	540	138	138	0	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/text_watermark_20250519_en_a1d785e8.jsonl
296	328	=== dataanalyse_swiftmeta.json ===	other_model_watermark_nothink_20250729_8cfac248	15795	4038	4038	0	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/other_model_watermark_nothink_20250729_8cfac248.jsonl
297	329	=== dataanalyse_swiftmeta.json ===	other_model_watermark_think_20250729_2aac43ac	6435	1645	1645	0	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/other_model_watermark_think_20250729_2aac43ac.jsonl
298	330	=== dataanalyse_swiftmeta.json ===		1275	977	974	3	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/sensechat_vision_watermark_multiround_nlp_20250417_v1_r982_rm_system_20260326_809b39ce.jsonl
299	331	=== dataanalyse_swiftmeta.json ===	qwen_watermark_nothink_20250726_d20707df	3048	779	779	0	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/qwen_watermark_nothink_20250726_d20707df.jsonl
300	332	=== dataanalyse_swiftmeta.json ===		795	609	609	0	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/c70062_sensechat_vision_watermark_zh_20240806_v1_r609_rm_system_20260326_f38f749a.jsonl
301	334	=== dataanalyse_swiftmeta.json ===	HallusionBench_long_caption_20250515check_5897f86c	6	22	0	22	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/HallusionBench_long_caption_20250515check_5897f86c.jsonl
302	335	=== dataanalyse_swiftmeta.json ===	airplane_app_20240627_gemini2flash_filtered_20250428check_4670a25f	15	58	0	58	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/airplane_app_20240627_gemini2flash_filtered_20250428check_4670a25f.jsonl
303	336	=== dataanalyse_swiftmeta.json ===	mmvet_merge_lab_and_gt_20250120check_491c59d6	17	44	0	44	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/mmvet_merge_lab_and_gt_20250120check_491c59d6.jsonl
304	337	=== dataanalyse_swiftmeta.json ===	meme2_20240627_gemini2flash_filtered_20250429check_fcf869a1	9	70	0	70	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/meme2_20240627_gemini2flash_filtered_20250429check_fcf869a1.jsonl
305	338	=== dataanalyse_swiftmeta.json ===	MMVet_bad_case_revision_final_20241126check_6a404eda	20	77	0	77	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/MMVet_bad_case_revision_final_20241126check_6a404eda.jsonl
306	339	=== dataanalyse_swiftmeta.json ===	HallusionBench_long_answer_20250331check_d991ff67	39	104	0	104	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/HallusionBench_long_answer_20250331check_d991ff67.jsonl
307	340	=== dataanalyse_swiftmeta.json ===	meme_20240627_gemini2flash_filtered_20250429check_d1995c33	14	104	0	104	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/meme_20240627_gemini2flash_filtered_20250429check_d1995c33.jsonl
308	341	=== dataanalyse_swiftmeta.json ===	gaokao_chinese_0809_train_r1461_20250515check_e5a8e369	19	119	0	119	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/gaokao_chinese_0809_train_r1461_20250515check_e5a8e369.jsonl
309	342	=== dataanalyse_swiftmeta.json ===	gaokao_history_0809_train_Doubao-1.5-thinking-pro_20250527check_631835e9	16	249	0	249	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/gaokao_history_0809_train_Doubao-1.5-thinking-pro_20250527check_631835e9.jsonl
310	343	=== dataanalyse_swiftmeta.json ===	gaokao_politics_0809_train_Doubao-1.5-thinking-pro_20250527check_8fc12a1a	24	258	0	258	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/gaokao_politics_0809_train_Doubao-1.5-thinking-pro_20250527check_8fc12a1a.jsonl
311	344	=== dataanalyse_swiftmeta.json ===	cn_Ailab_vqa_reflux_gemini2flash_LongCaption_r8363_20250429check_4a2f0b13	93	254	0	254	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cn_Ailab_vqa_reflux_gemini2flash_LongCaption_r8363_20250429check_4a2f0b13.jsonl
312	345	=== dataanalyse_swiftmeta.json ===	artwork_part2_gemini2flash_zh_20250429check_48f8c83b	123	223	0	223	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/artwork_part2_gemini2flash_zh_20250429check_48f8c83b.jsonl
313	346	=== dataanalyse_swiftmeta.json ===	gaokao_geography_0809_train_r2445_20250515check_1442c170	31	332	0	332	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/gaokao_geography_0809_train_r2445_20250515check_1442c170.jsonl
314	347	=== dataanalyse_swiftmeta.json ===	gaokao_biology_0809_train_r3110_v1_3a1f7d85	28	426	0	426	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/gaokao_biology_0809_train_r3110_v1_3a1f7d85.jsonl
315	348	=== dataanalyse_swiftmeta.json ===	gaokao_chemistry_0809_train_r2646_eb5d4cad	24	368	0	368	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/gaokao_chemistry_0809_train_r2646_eb5d4cad.jsonl
316	349	=== dataanalyse_swiftmeta.json ===	gaokao_physics_0809_train_r2580_v1_20250523check_e565df35	30	378	0	378	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/gaokao_physics_0809_train_r2580_v1_20250523check_e565df35.jsonl
317	350	=== dataanalyse_swiftmeta.json ===	crawler_xhs_cloth_gemini2flash_zh_20250423check_43239ded	75	410	0	410	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/crawler_xhs_cloth_gemini2flash_zh_20250423check_43239ded.jsonl
318	351	=== dataanalyse_swiftmeta.json ===	gaokao_math_0918_train_r6160_20250523check_7c0a9529	40	1006	0	1006	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/gaokao_math_0918_train_r6160_20250523check_7c0a9529.jsonl
319	352	=== dataanalyse_swiftmeta.json ===	inat_train2018_merge_gemini2flash_en_20250429check_c1a9b40e	48	1219	0	1219	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/inat_train2018_merge_gemini2flash_en_20250429check_c1a9b40e.jsonl
320	353	=== dataanalyse_swiftmeta.json ===	ai2d_train_12k_en_20240410_Doubao-1.5-thinking-pro_20250527check_dc71c28e	191	1039	0	1039	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/ai2d_train_12k_en_20240410_Doubao-1.5-thinking-pro_20250527check_dc71c28e.jsonl
321	354	=== dataanalyse_swiftmeta.json ===	textcap_gemini2flash_en_20240905_translated_20250515check_3e786b74	110	933	0	933	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/textcap_gemini2flash_en_20240905_translated_20250515check_3e786b74.jsonl
322	355	=== dataanalyse_swiftmeta.json ===	scienceqa_multi_choice_en_20240402_20240812_660af00c	50	3494	0	3494	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scienceqa_multi_choice_en_20240402_20240812_660af00c.jsonl
323	356	=== dataanalyse_swiftmeta.json ===	tqa_en_cot_20240621_image_Doubao-1.5-thinking-pro_20250527check_1220ccf9	278	1930	0	1930	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/tqa_en_cot_20240621_image_Doubao-1.5-thinking-pro_20250527check_1220ccf9.jsonl
324	357	=== dataanalyse_swiftmeta.json ===	coco_longcap_v1_en_20250514check_af2d6f7a	61	3904	0	3904	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/coco_longcap_v1_en_20250514check_af2d6f7a.jsonl
325	358	=== dataanalyse_swiftmeta.json ===	mmmu_wimg_val_newquestion_subqa_17k_20241127check_65af0cfd	21	3169	0	3169	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/mmmu_wimg_val_newquestion_subqa_17k_20241127check_65af0cfd.jsonl
326	359	=== dataanalyse_swiftmeta.json ===	ai2d_train_12k_en_cot_20240731_Doubao-1.5-thinking-pro_20250527check_87c7d45c	738	4686	0	4686	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/ai2d_train_12k_en_cot_20240731_Doubao-1.5-thinking-pro_20250527check_87c7d45c.jsonl
327	360	=== dataanalyse_swiftmeta.json ===	cambrain_multiturn_gemini2flash_en_20250515check_translated_b41ab8fd	94	2227	0	2227	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cambrain_multiturn_gemini2flash_en_20250515check_translated_b41ab8fd.jsonl
328	361	=== dataanalyse_swiftmeta.json ===	mmmu_tiku_gpt4o_20240626_18k_filtered_valid16k_20240816_v1_filtered_52408b54	1401	9706	0	9706	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/mmmu_tiku_gpt4o_20240626_18k_filtered_valid16k_20240816_v1_filtered_52408b54.jsonl
329	362	=== dataanalyse_swiftmeta.json ===	music_train_r12095_20250401check_d7320466	14	208	0	208	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/music_train_r12095_20250401check_d7320466.jsonl
330	363	=== dataanalyse_swiftmeta.json ===	chemical_train_r9068_20250401check_277a99d1	32	408	0	408	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/chemical_train_r9068_20250401check_277a99d1.jsonl
331	364	=== dataanalyse_swiftmeta.json ===	circuit_train_r10596_20250401check_b575ae5f	37	467	0	467	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/circuit_train_r10596_20250401check_b575ae5f.jsonl
332	365	=== dataanalyse_swiftmeta.json ===	mmmu_knowledge_google_gpt4o_50k_20241106check_20241217filtered_3ae9dc6c	1535	8352	0	8352	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/mmmu_knowledge_google_gpt4o_50k_20241106check_20241217filtered_3ae9dc6c.jsonl
333	366	=== dataanalyse_swiftmeta.json ===	viet_sharegemini2flash_vi_20250514check_80400447	35	1496	0	1496	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/viet_sharegemini2flash_vi_20250514check_80400447.jsonl
334	367	=== dataanalyse_swiftmeta.json ===	c150323_2d_map_20250526_v1_r48.jsonl_d7eb3e98	6	41	0	41	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/c150323_2d_map_20250526_v1_r48.jsonl_d7eb3e98.jsonl
335	368	=== dataanalyse_swiftmeta.json ===	c150370_single_round_short_repetition_with_think_with_image_20250604_v1_r69.jsonl_e58ece85	7	51	0	51	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/c150370_single_round_short_repetition_with_think_with_image_20250604_v1_r69.jsonl_e58ece85.jsonl
336	369	=== dataanalyse_swiftmeta.json ===	airplane_app_20240627_gemini2flash_filtered_20250428check_thinking_af230c2c	32	74	0	74	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/airplane_app_20240627_gemini2flash_filtered_20250428check_thinking_af230c2c.jsonl
337	370	=== dataanalyse_swiftmeta.json ===	c150340_agent_direction_20250526_v5_r109.jsonl_08ef4d3c	12	92	0	92	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/c150340_agent_direction_20250526_v5_r109.jsonl_08ef4d3c.jsonl
338	371	=== dataanalyse_swiftmeta.json ===	meme2_20240627_gemini2flash_filtered_20250429check_thinking_9c02baf7	9	71	0	71	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/meme2_20240627_gemini2flash_filtered_20250429check_thinking_9c02baf7.jsonl
339	372	=== dataanalyse_swiftmeta.json ===	meme_20240627_gemini2flash_filtered_20250429check_thinking_4eb59ba0	14	108	0	108	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/meme_20240627_gemini2flash_filtered_20250429check_thinking_4eb59ba0.jsonl
340	373	=== dataanalyse_swiftmeta.json ===	c150246_ai_picture_recog_20250521_v2_r497.jsonl_776261c2	49	338	0	338	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/c150246_ai_picture_recog_20250521_v2_r497.jsonl_776261c2.jsonl
341	374	=== dataanalyse_swiftmeta.json ===	c150239_superclue_reasoning_Task2_v2.2_d250425_r323.jsonl_c18f677f	24	185	0	185	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/c150239_superclue_reasoning_Task2_v2.2_d250425_r323.jsonl_c18f677f.jsonl
342	375	=== dataanalyse_swiftmeta.json ===	c150240_superclue_reasoning_Task2_skip_v2.2_20250521_v1_r254.jsonl_abf27fb3	18	138	0	138	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/c150240_superclue_reasoning_Task2_skip_v2.2_20250521_v1_r254.jsonl_abf27fb3.jsonl
